num,fecha,clave_edo,estado,clave_mun,municipio,categoria,tipo 
24958,2018-08-06,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
24959,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24960,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24961,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24962,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24963,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24964,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24965,2018-08-06,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
24966,2018-08-06,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
24967,2018-08-06,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
24968,2018-08-06,16,Michoacán de Ocampo,16052,Lázaro Cárdenas,Vandalismo al Tren,Material Rodante
24969,2018-08-06,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
24970,2018-08-06,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
24971,2018-08-06,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
24972,2018-08-07,11,Guanajuato,11005,Apaseo el Grande,Robo a Tren,Producto/Carga
24973,2018-08-07,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
24974,2018-08-07,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
24975,2018-08-07,05,Coahuila de Zaragoza,05010,Frontera,Robo a Tren,Producto/Carga
24976,2018-08-07,13,Hidalgo,13044,Nopala de Villagrán,Vandalismo al Tren,Cierre de Angulares
24977,2018-08-07,25,Sinaloa,25006,Culiacán,Vandalismo al Tren,Cierre de Angulares
24978,2018-08-07,26,Sonora,26058,Santa Ana,Vandalismo al Tren,Material Rodante
24979,2018-08-07,25,Sinaloa,25007,Choix,Vandalismo en Vía,Obstrucción de Vía
24980,2018-08-07,21,Puebla,21142,San Salvador el Seco,Vandalismo al Tren,Material Rodante
24981,2018-08-07,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
24982,2018-08-07,15,México,15059,Nextlalpan,Robo a Tren,Producto/Carga
24983,2018-08-07,13,Hidalgo,13061,Tepeapulco,Robo a Tren,Producto/Carga
24984,2018-08-07,21,Puebla,21046,Chapulco,Robo a Tren,Producto/Carga
24985,2018-08-07,24,San Luis Potosí,24028,San Luis Potosí,Robo a Vía,Componentes de Vía
24986,2018-08-07,21,Puebla,21132,San Martín Texmelucan,Vandalismo en Vía,Obstrucción de Vía
24987,2018-08-07,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
24988,2018-08-07,29,Tlaxcala,29005,Apizaco,Robo a Tren,Producto/Carga
24989,2018-08-07,26,Sonora,26059,Santa Cruz,Robo a Vía,Componentes de Vía
24990,2018-08-07,14,Jalisco,14098,Tlaquepaque,Robo a Tren,Producto/Carga
24991,2018-08-07,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Vandalismo al Tren,Cierre de Angulares
24992,2018-08-07,24,San Luis Potosí,24025,Salinas,Vandalismo en Vía,Componentes de Señales
24993,2018-08-07,11,Guanajuato,11020,León,Vandalismo al Tren,Cierre de Angulares
24994,2018-08-07,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
24995,2018-08-07,19,Nuevo León,19015,Doctor Coss,Robo a Tren,Producto/Carga
24996,2018-08-07,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Apertura de Unidades
24997,2018-08-07,22,Querétaro,22014,Querétaro,Robo a Tren,Producto/Carga
24998,2018-08-07,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Tren Dividido
24999,2018-08-07,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
25000,2018-08-07,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
25001,2018-08-07,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25002,2018-08-07,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25003,2018-08-07,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25004,2018-08-07,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25005,2018-08-07,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25006,2018-08-07,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25007,2018-08-07,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25008,2018-08-07,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
25009,2018-08-07,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
25010,2018-08-07,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
25011,2018-08-08,22,Querétaro,22014,Querétaro,Robo a Tren,Material Rodante
25012,2018-08-08,05,Coahuila de Zaragoza,05025,Piedras Negras,Robo a Tren,Producto/Carga
25013,2018-08-08,13,Hidalgo,13059,Tecozautla,Vandalismo en Vía,Obstrucción de Vía
25014,2018-08-08,11,Guanajuato,11007,Celaya,Robo a Tren,Material Rodante
25015,2018-08-08,11,Guanajuato,11023,Pénjamo,Robo a Vía,Componentes de Vía
25016,2018-08-08,21,Puebla,21096,Mazapiltepec de Juárez,Robo a Tren,Producto/Carga
25017,2018-08-08,05,Coahuila de Zaragoza,05026,Progreso,Vandalismo al Tren,Cierre de Angulares
25018,2018-08-08,05,Coahuila de Zaragoza,05027,Ramos Arizpe,Robo a Tren,Producto/Carga
25019,2018-08-08,22,Querétaro,22016,San Juan del Río,Robo a Vía,Componentes de Vía
25020,2018-08-08,21,Puebla,21099,Cañada Morelos,Robo a Tren,Producto/Carga
25021,2018-08-08,08,Chihuahua,08036,Jiménez,Vandalismo al Tren,Material Rodante
25022,2018-08-08,11,Guanajuato,11001,Abasolo,Robo a Tren,Producto/Carga
25023,2018-08-08,14,Jalisco,14053,Lagos de Moreno,Robo a Vía,Componentes de Vía
25024,2018-08-08,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Material Rodante
25025,2018-08-08,21,Puebla,21045,Chalchicomula de Sesma,Vandalismo al Tren,Material Rodante
25026,2018-08-08,30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,Vandalismo al Tren,Cierre de Angulares
25027,2018-08-08,05,Coahuila de Zaragoza,05033,San Pedro,Vandalismo al Tren,Cierre de Angulares
25028,2018-08-08,11,Guanajuato,11001,Abasolo,Vandalismo al Tren,Cierre de Angulares
25029,2018-08-08,16,Michoacán de Ocampo,16079,Salvador Escalante,Robo a Vía,Componentes de Vía
25030,2018-08-08,05,Coahuila de Zaragoza,05022,Nava,Vandalismo al Tren,Cierre de Angulares
25031,2018-08-08,15,México,15059,Nextlalpan,Robo a Tren,Producto/Carga
25032,2018-08-08,08,Chihuahua,08037,Juárez,Vandalismo al Tren,Tren Dividido
25033,2018-08-08,14,Jalisco,14039,Guadalajara,Robo a Tren,Producto/Carga
25034,2018-08-08,26,Sonora,26036,Magdalena,Vandalismo al Tren,Cierre de Angulares
25035,2018-08-08,05,Coahuila de Zaragoza,05028,Sabinas,Vandalismo al Tren,Cierre de Angulares
25036,2018-08-08,22,Querétaro,22014,Querétaro,Robo a Tren,Producto/Carga
25037,2018-08-08,14,Jalisco,14083,Tala,Vandalismo al Tren,Tren Dividido
25038,2018-08-08,05,Coahuila de Zaragoza,05028,Sabinas,Vandalismo al Tren,Cierre de Angulares
25039,2018-08-08,14,Jalisco,14120,Zapopan,Robo a Tren,Producto/Carga
25040,2018-08-08,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Vandalismo al Tren,Cierre de Angulares
25041,2018-08-08,08,Chihuahua,08037,Juárez,Robo a Tren,Producto/Carga
25042,2018-08-08,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Vandalismo en Vía,Aparatos de Vía
25043,2018-08-08,11,Guanajuato,11007,Celaya,Vandalismo al Tren,Cierre de Angulares
25044,2018-08-08,13,Hidalgo,13029,Huichapan,Robo a Tren,Producto/Carga
25045,2018-08-08,22,Querétaro,22011,El Marqués,Robo a Tren,Producto/Carga
25046,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25047,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25048,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25049,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25050,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25051,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25052,2018-08-08,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25053,2018-08-08,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25054,2018-08-08,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25055,2018-08-08,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25056,2018-08-08,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25057,2018-08-08,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25058,2018-08-08,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25059,2018-08-08,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25060,2018-08-09,29,Tlaxcala,29034,Tlaxco,Vandalismo al Tren,Cierre de Angulares
25061,2018-08-09,21,Puebla,21099,Cañada Morelos,Vandalismo en Vía,Obstrucción de Vía
25062,2018-08-09,30,Veracruz de Ignacio de la Llave,30138,Río Blanco,Vandalismo al Tren,Cierre de Angulares
25063,2018-08-09,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Cierre de Angulares
25064,2018-08-09,30,Veracruz de Ignacio de la Llave,30125,Paso del Macho,Vandalismo al Tren,Cierre de Angulares
25065,2018-08-09,24,San Luis Potosí,24008,Cerritos,Vandalismo en Vía,Componentes de Señales
25066,2018-08-09,26,Sonora,26030,Hermosillo,Vandalismo al Tren,Material Rodante
25067,2018-08-09,26,Sonora,26029,Guaymas,Robo a Vía,Componentes de Vía
25068,2018-08-09,30,Veracruz de Ignacio de la Llave,30173,Tezonapa,Vandalismo en Vía,Aparatos de Vía
25069,2018-08-09,21,Puebla,21099,Cañada Morelos,Robo a Tren,Producto/Carga
25070,2018-08-09,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
25071,2018-08-09,26,Sonora,26043,Nogales,Vandalismo al Tren,Material Rodante
25072,2018-08-09,11,Guanajuato,11027,Salamanca,Robo a Vía,Componentes de Vía
25073,2018-08-09,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Material Rodante
25074,2018-08-09,24,San Luis Potosí,24028,San Luis Potosí,Robo a Tren,Producto/Carga
25075,2018-08-09,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Vandalismo al Tren,Cierre de Angulares
25076,2018-08-09,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Cierre de Angulares
25077,2018-08-09,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Cierre de Angulares
25078,2018-08-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25079,2018-08-09,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25080,2018-08-09,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
25081,2018-08-09,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25082,2018-08-09,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25083,2018-08-09,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Material Rodante
25084,2018-08-09,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
25085,2018-08-09,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
25086,2018-08-10,08,Chihuahua,08021,Delicias,Vandalismo al Tren,Cierre de Angulares
25087,2018-08-10,11,Guanajuato,11017,Irapuato,Vandalismo en Vía,Componentes de Señales
25088,2018-08-10,13,Hidalgo,13029,Huichapan,Vandalismo al Tren,Material Rodante
25089,2018-08-10,14,Jalisco,14121,Zapotiltic,Robo a Vía,Componentes de Vía
25090,2018-08-10,14,Jalisco,14083,Tala,Vandalismo al Tren,Tren Dividido
25091,2018-08-10,11,Guanajuato,11027,Salamanca,Vandalismo en Vía,Equipo sobre la Vía
25092,2018-08-10,06,Colima,06007,Manzanillo,Robo a Tren,Producto/Carga
25093,2018-08-10,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
25094,2018-08-10,21,Puebla,21151,Santo Tomás Hueyotlipan,Robo a Tren,Producto/Carga
25095,2018-08-10,11,Guanajuato,11002,Acámbaro,Robo a Vía,Componentes de Vía
25096,2018-08-10,05,Coahuila de Zaragoza,05018,Monclova,Vandalismo al Tren,Cierre de Angulares
25097,2018-08-10,22,Querétaro,22011,El Marqués,Robo a Vía,Componentes de Vía
25098,2018-08-10,25,Sinaloa,25007,Choix,Vandalismo al Tren,Cierre de Angulares
25099,2018-08-10,29,Tlaxcala,29014,Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
25100,2018-08-10,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Material Rodante
25101,2018-08-10,16,Michoacán de Ocampo,16055,Múgica,Vandalismo en Vía,Componentes de Vía
25102,2018-08-10,19,Nuevo León,19021,General Escobedo,Vandalismo al Tren,Apertura de Unidades
25103,2018-08-10,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Robo a Vía,Componentes de Vía
25104,2018-08-10,21,Puebla,21045,Chalchicomula de Sesma,Vandalismo al Tren,Cierre de Angulares
25105,2018-08-10,29,Tlaxcala,29028,Teolocholco,Robo a Vía,Componentes de Vía
25106,2018-08-10,28,Tamaulipas,28027,Nuevo Laredo,Robo a Tren,Producto/Carga
25107,2018-08-10,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Material Rodante
25108,2018-08-10,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25109,2018-08-10,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25110,2018-08-10,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25111,2018-08-10,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25112,2018-08-10,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25113,2018-08-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25114,2018-08-10,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25115,2018-08-10,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25116,2018-08-10,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
25117,2018-08-10,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25118,2018-08-10,28,Tamaulipas,28022,Matamoros,Vandalismo al Tren,Material Rodante
25119,2018-08-11,11,Guanajuato,11007,Celaya,Robo a Tren,Material Rodante
25120,2018-08-11,08,Chihuahua,08062,Saucillo,Vandalismo al Tren,Cierre de Angulares
25121,2018-08-11,30,Veracruz de Ignacio de la Llave,30138,Río Blanco,Vandalismo al Tren,Cierre de Angulares
25122,2018-08-11,15,México,15028,Chiautla,Vandalismo al Tren,Cierre de Angulares
25123,2018-08-11,21,Puebla,21099,Cañada Morelos,Robo a Tren,Producto/Carga
25124,2018-08-11,21,Puebla,21149,Santiago Miahuatlán,Robo a Tren,Producto/Carga
25125,2018-08-11,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Material Rodante
25126,2018-08-11,21,Puebla,21151,Santo Tomás Hueyotlipan,Robo a Tren,Producto/Carga
25127,2018-08-11,29,Tlaxcala,29013,Huamantla,Vandalismo al Tren,Apertura de Unidades
25128,2018-08-11,26,Sonora,26030,Hermosillo,Vandalismo al Tren,Cierre de Angulares
25129,2018-08-11,26,Sonora,26064,Trincheras,Vandalismo al Tren,Cierre de Angulares
25130,2018-08-11,11,Guanajuato,11007,Celaya,Vandalismo al Tren,Cierre de Angulares
25131,2018-08-11,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
25132,2018-08-11,27,Tabasco,27008,Huimanguillo,Robo a Vía,Componentes de Vía
25133,2018-08-11,11,Guanajuato,11009,Comonfort,Vandalismo al Tren,Material Rodante
25134,2018-08-11,16,Michoacán de Ocampo,16052,Lázaro Cárdenas,Vandalismo al Tren,Material Rodante
25135,2018-08-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25136,2018-08-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25137,2018-08-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25138,2018-08-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25139,2018-08-11,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25140,2018-08-11,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25141,2018-08-11,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Material Rodante
25142,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25143,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25144,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25145,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25146,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25147,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25148,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25149,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25150,2018-08-11,11,Guanajuato,11037,Silao,Vandalismo al Tren,Material Rodante
25151,2018-08-11,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
25152,2018-08-11,15,México,15106,Toluca,Vandalismo al Tren,Material Rodante
25153,2018-08-11,24,San Luis Potosí,24044,Vanegas,Vandalismo al Tren,Material Rodante
25154,2018-08-12,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
25155,2018-08-12,25,Sinaloa,25010,El Fuerte,Robo a Tren,Producto/Carga
25156,2018-08-12,25,Sinaloa,25009,Escuinapa,Robo a Vía,Componentes de Vía
25157,2018-08-12,14,Jalisco,14082,Sayula,Vandalismo al Tren,Material Rodante
25158,2018-08-12,14,Jalisco,14053,Lagos de Moreno,Robo a Vía,Componentes de Vía
25159,2018-08-12,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
25160,2018-08-12,26,Sonora,26042,Navojoa,Vandalismo al Tren,Cierre de Angulares
25161,2018-08-12,24,San Luis Potosí,24044,Vanegas,Robo a Vía,Componentes de Vía
25162,2018-08-12,11,Guanajuato,11017,Irapuato,Vandalismo al Tren,Cierre de Angulares
25163,2018-08-12,25,Sinaloa,25011,Guasave,Vandalismo al Tren,Cierre de Angulares
25164,2018-08-12,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
25165,2018-08-12,11,Guanajuato,11017,Irapuato,Robo a Tren,Material Rodante
25166,2018-08-12,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Tren Dividido
25167,2018-08-12,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Tren Dividido
25168,2018-08-12,22,Querétaro,22017,Tequisquiapan,Vandalismo al Tren,Cierre de Angulares
25169,2018-08-12,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
25170,2018-08-12,11,Guanajuato,11005,Apaseo el Grande,Vandalismo al Tren,Material Rodante
25171,2018-08-12,14,Jalisco,14083,Tala,Vandalismo al Tren,Tren Dividido
25172,2018-08-12,29,Tlaxcala,29044,Zacatelco,Robo a Tren,Producto/Carga
25173,2018-08-12,29,Tlaxcala,29005,Apizaco,Vandalismo al Tren,Cierre de Angulares
25174,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25175,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25176,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25177,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25178,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25179,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25180,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25181,2018-08-12,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25182,2018-08-13,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
25183,2018-08-13,14,Jalisco,14083,Tala,Robo a Tren,Producto/Carga
25184,2018-08-13,14,Jalisco,14082,Sayula,Vandalismo al Tren,Cierre de Angulares
25185,2018-08-13,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
25186,2018-08-13,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Cierre de Angulares
25187,2018-08-13,15,México,15070,La Paz,Robo a Tren,Producto/Carga
25188,2018-08-13,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
25189,2018-08-13,15,México,15010,Apaxco,Robo a Tren,Producto/Carga
25190,2018-08-13,08,Chihuahua,08030,Guazapares,Vandalismo en Vía,Obstrucción de Vía
25191,2018-08-13,10,Durango,10007,Gómez Palacio,Vandalismo al Tren,Cierre de Angulares
25192,2018-08-13,08,Chihuahua,08030,Guazapares,Vandalismo en Vía,Obstrucción de Vía
25193,2018-08-13,05,Coahuila de Zaragoza,05010,Frontera,Robo a Vía,Componentes de Vía
25194,2018-08-13,29,Tlaxcala,29013,Huamantla,Robo a Vía,Componentes de Vía
25195,2018-08-13,32,Zacatecas,32026,Mazapil,Robo a Tren,Producto/Carga
25196,2018-08-13,24,San Luis Potosí,24021,Mexquitic de Carmona,Robo a Tren,Producto/Carga
25197,2018-08-13,11,Guanajuato,11038,Tarandacuao,Vandalismo en Vía,Componentes de Señales
25198,2018-08-13,21,Puebla,21151,Santo Tomás Hueyotlipan,Robo a Tren,Producto/Carga
25199,2018-08-13,26,Sonora,26030,Hermosillo,Vandalismo al Tren,Cierre de Angulares
25200,2018-08-13,11,Guanajuato,11020,León,Vandalismo al Tren,Material Rodante
25201,2018-08-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25202,2018-08-13,05,Coahuila de Zaragoza,05018,Monclova,Robo a Tren,Producto/Carga
25203,2018-08-13,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
25204,2018-08-13,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Robo a Vía,Componentes de Vía
25205,2018-08-13,26,Sonora,26016,Benjamín Hill,Robo a Tren,Producto/Carga
25206,2018-08-13,29,Tlaxcala,29011,Muñoz de Domingo Arenas,Robo a Tren,Producto/Carga
25207,2018-08-13,14,Jalisco,14040,Hostotipaquillo,Vandalismo al Tren,Cierre de Angulares
25208,2018-08-13,29,Tlaxcala,29031,Tetla de la Solidaridad,Robo a Vía,Componentes de Vía
25209,2018-08-13,26,Sonora,26017,Caborca,Vandalismo al Tren,Cierre de Angulares
25210,2018-08-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25211,2018-08-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25212,2018-08-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25213,2018-08-13,19,Nuevo León,19039,Monterrey,Vandalismo al Tren,Material Rodante
25214,2018-08-13,28,Tamaulipas,28027,Nuevo Laredo,Vandalismo al Tren,Material Rodante
25215,2018-08-13,22,Querétaro,22014,Querétaro,Vandalismo al Tren,Material Rodante
25216,2018-08-13,05,Coahuila de Zaragoza,05030,Saltillo,Vandalismo al Tren,Material Rodante
25217,2018-08-13,24,San Luis Potosí,24028,San Luis Potosí,Vandalismo al Tren,Material Rodante
25218,2018-08-13,28,Tamaulipas,28009,Ciudad Madero,Vandalismo al Tren,Material Rodante
25219,2018-08-14,13,Hidalgo,13059,Tecozautla,Robo a Tren,Producto/Carga
25220,2018-08-14,25,Sinaloa,25010,El Fuerte,Robo a Vía,Componentes de Vía
25221,2018-08-14,26,Sonora,26042,Navojoa,Vandalismo al Tren,Cierre de Angulares
25222,2018-08-14,26,Sonora,26048,Puerto Peñasco,Vandalismo al Tren,Cierre de Angulares
25223,2018-08-14,14,Jalisco,14108,Tuxpan,Robo a Vía,Componentes de Vía
25224,2018-08-14,13,Hidalgo,13064,Tepetitlán,Vandalismo al Tren,Cierre de Angulares
25225,2018-08-14,14,Jalisco,14051,Juanacatlán,Robo a Tren,Producto/Carga
25226,2018-08-14,26,Sonora,26055,San Luis Río Colorado,Robo a Vía,Componentes de Vía
25227,2018-08-14,19,Nuevo León,19018,García,Robo a Vía,Componentes de Señales
25228,2018-08-14,06,Colima,06007,Manzanillo,Vandalismo al Tren,Material Rodante
25229,2018-08-14,26,Sonora,26016,Benjamín Hill,Vandalismo al Tren,Cierre de Angulares
25230,2018-08-14,21,Puebla,21151,Santo Tomás Hueyotlipan,Vandalismo al Tren,Cierre de Angulares
25231,2018-08-14,05,Coahuila de Zaragoza,05035,Torreón,Vandalismo al Tren,Material Rodante
25232,2018-08-14,26,Sonora,26020,Carbó,Robo a Tren,Producto/Carga
25233,2018-08-14,11,Guanajuato,11020,León,Robo a Tren,Producto/Carga
25234,2018-08-14,29,Tlaxcala,29035,Tocatlán,Vandalismo en Vía,Obstrucción de Vía
25235,2018-08-14,25,Sinaloa,25010,El Fuerte,Vandalismo al Tren,Material Rodante
25236,2018-08-14,15,México,15028,Chiautla,Robo a Tren,Producto/Carga
25237,2018-08-14,13,Hidalgo,13010,Atitalaquia,Robo a Tren,Producto/Carga
25238,2018-08-14,08,Chihuahua,08017,Cuauhtémoc,Vandalismo en Vía,Obstrucción de Vía
25239,2018-08-14,26,Sonora,26055,San Luis Río Colorado,Robo a Vía,Componentes de Vía
25240,2018-08-14,01,Aguascalientes,01001,Aguascalientes,Robo a Tren,Producto/Carga
25241,2018-08-14,25,Sinaloa,25013,Mocorito,Vandalismo al Tren,Cierre de Angulares
25242,2018-08-14,01,Aguascalientes,01011,San Francisco de los Romo,Vandalismo al Tren,Cierre de Angulares
25243,2018-08-14,08,Chihuahua,08055,Rosales,Vandalismo al Tren,Cierre de Angulares
25244,2018-08-14,08,Chihuahua,08001,Ahumada,Robo a Tren,Producto/Carga
25245,2018-08-14,19,Nuevo León,19039,Monterrey,Robo a Tren,Material Rodante
25246,2018-08-14,01,Aguascalientes,01001,Aguascalientes,Vandalismo al Tren,Cierre de Angulares
